,user_id,questions_135556_what_is_your_gender,questions_135557_how_old_are_you,LSM_group1,questions_135613_who_do_you_share_your_home_with,questions_224112_149402_210209_including_yourself_how_many_people_do_you_share_your_home_with,questions_134340_what_do_you_do_to_try_to_stay_healthy_tick_all_that_apply,questions_134341_what_drives_you_to_have_a_healthy_lifestyle_you_may_select_up_to_3,questions_134342_do_you_try_to_eat_or_drink_in_any_of_the_following_ways,questions_134344_which_of_the_following_steps_if_any_are_you_taking_to_eat_drink_more_healthily,questions_134347_how_regularly_do_you_exercise_you_can_be_honest_it_s_just_between_us,questions_134348_which_types_of_exercise_do_you_enjoy_doing_tick_all_that_apply,questions_134356_do_you_do_any_of_the_following_to_help_you_sleep_tick_all_that_apply,questions_134357_and_do_you_try_to_avoid_certain_things_in_the_hour_before_you_go_to_sleep_tick_all_that_apply
5,951222664.0,Female,45+,High,"[""Partner / spouse""]",3,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Exercise regularly""]","[""To live longer"", ""To improve my sleep"", ""To manage a health / medical condition""]","[""Low salt""]","[""Cooking more meals at home""]",Twice a week,"[""Hiking""]","[""No, none of these""]","[""Caffeine""]"
6,1056649824.0,Male,35-44,Medium,"[""Children under 18 years old"", ""Partner / spouse""]",5+,"[""Taking time to relax"", ""Make sure I get enough sleep""]","[""To live longer"", ""To make the most out of/enjoy life"", ""To improve my sleep""]","[""None of the above""]","[""Cooking more meals at home""]",Never,,"[""No, none of these""]","[""Caffeine""]"
7,2771744552.0,Female,25-34,Medium,"[""Friends / Roommates"", ""Other family members""]",4,"[""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Eat healthily"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To manage a health / medical condition"", ""Prevent health conditions in later life""]","[""Low calorie"", ""Vegetarian: eat no meat or fish"", ""Low cholesterol"", ""High protein"", ""Low sugar""]","[""Shopping at places that have a wide selection of healthy options"", ""Snacking less often"", ""Eating out at places that have healthy options available"", ""Intermittent fasting""]",3+ times a week,"[""Yoga/Pilates"", ""Running"", ""Cycling""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
8,3427770026.0,Female,45+,High,"[""Other family members""]",5+,"[""Eat healthily""]","[""To lose / manage my weight"", ""To improve my sleep"", ""To set a good example for my family""]","[""Low sugar""]","[""Snacking less often""]",Twice a week,"[""Cardio / Aerobics / Water aerobics"", ""Cycling""]","[""Have a bath""]","[""Heavy meal""]"
9,1136589453.0,Female,45+,High,"[""Children over 18 years old"", ""Partner / spouse""]",4,"[""Stay hydrated"", ""Eat healthily"", ""Exercise regularly"", ""Meditation / positive mindset methods""]","[""To set a good example for my family"", ""To improve my sleep"", ""To manage a health / medical condition""]","[""Flexitarian: eat meat but control the amount eaten"", ""Low sugar""]","[""Cooking more meals at home"", ""Snacking less often"", ""Making an effort to find healthy recipes""]",3+ times a week,"[""Yoga/Pilates""]","[""No, none of these""]","[""Heavy meal""]"
10,504021840.0,Male,45+,High,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Drink lots of water / fluids""]","[""To lose / manage my weight""]","[""None of the above""]","[""Snacking less often""]",Once a week,"[""Walking""]","[""No, none of these""]","[""No, none of these""]"
14,1202453700.0,Male,18-24,High,"[""I live alone""]",1,"[""Eat healthily"", ""Taking time to relax"", ""Drink lots of water / fluids""]","[""Feeling good about myself"", ""Have more energy"", ""Specific event (e.g. holiday, wedding)""]","[""None of the above""]","[""Cooking more meals at home"", ""Making an effort to find healthy recipes""]",Once a week,"[""Other""]","[""No, none of these""]","[""No, none of these""]"
16,1433014420.0,Male,35-44,High,"[""Children under 18 years old"", ""Partner /spouse""]",4,"[""Exercise regularly"", ""Take vitamin / other supplements""]","[""To make the most out of/enjoy life"", ""Have more energy"", ""To set a good example for my family""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)""]","[""Making an effort to find healthy recipes""]",Twice a week,"[""Hiking"", ""Running"", ""Cycling""]","[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Alcohol""]"
18,5380047974.0,Male,25-34,Low,"[""Partner / spouse""]",5+,"[""Eat healthily"", ""Taking time to relax"", ""Stay hydrated"", ""Stress control methods""]","[""Feeling good about myself"", ""Have more energy"", ""To lose / manage my weight""]","[""Pescatarian: eat no meat"", ""Halal"", ""Low sugar""]","[""Checking nutritional value of the food / drink I purchase"", ""Shopping at places that have a wide selection of healthy options"", ""Making an effort to find healthy recipes"", ""Watching the size of my portions""]",Once a week,"[""Hiking"", ""Running"", ""Walking""]","[""Have herbal tea""]","[""Alcohol""]"
19,875862950.0,Male,45+,High,"[""Children under 18 years old"", ""Partner /spouse""]",3,"[""Stay hydrated"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Eat healthily""]","[""To make the most out of/enjoy life"", ""To lose / manage my weight"", ""To manage a health / medical condition""]","[""None of the above""]","[""Cooking more meals at home"", ""Eating dessert less often""]",Never,,"[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Heavy meal"", ""Browsing on my cell phone / tablet"", ""Watching TV""]"
20,5231207952.0,Female,25-34,Medium,"[""I live alone""]",1,"[""Eat healthily"", ""Make sure I get enough sleep"", ""Exercise regularly"", ""Take vitamin / other supplements""]","[""To live longer"", ""Feeling good about myself"", ""Prevent health conditions in later life""]","[""Low calorie"", ""Low sugar""]","[""Watching the size of my portions"", ""Snacking less often""]",Once a week,"[""Cardio / Aerobics / Water aerobics""]","[""Have a bath""]","[""Caffeine"", ""Heavy meal"", ""Browsing on my cell phone / tablet""]"
22,1353423584.0,Female,45+,Medium,"[""I live alone""]",1,"[""Taking time to relax"", ""Make sure I get enough sleep"", ""Drink lots of water / fluids""]","[""Have more energy"", ""To lose / manage my weight"", ""Prevent health conditions in later life""]","[""Halal"", ""Low calorie""]","[""Cooking more meals at home"", ""Snacking less often"", ""Making an effort to find healthy recipes""]",Few times a month,"[""Swimming"", ""Walking""]","[""No, none of these""]","[""Caffeine"", ""Heavy meal""]"
23,263860770.0,Female,18-24,High,"[""Children under 18 years old"", ""Partner / spouse""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Eat healthily""]","[""To live longer"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Low salt"", ""Low calorie"", ""Low cholesterol"", ""High protein"", ""Dairy free"", ""Low sugar""]","[""Making an effort to find healthy recipes"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Snacking less often"", ""Trying to have a variety of colors on my plate""]",3+ times a week,"[""Swimming"", ""Yoga/Pilates"", ""Spinning"", ""Cardio / Aerobics / Water aerobics"", ""Running""]","[""Have herbal tea"", ""Meditate"", ""Remove screens from bedrooms e.g. TV, cell phone""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
24,3706940960.0,Male,25-34,Medium,"[""Partner / spouse""]",3,"[""Drink lots of water / fluids"", ""Exercise regularly"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Make sure I get enough sleep""]","[""To lose / manage my weight"", ""To manage a health / medical condition"", ""To set a good example for my family""]","[""Halal""]","[""Checking / reading the ingredients in food / drink products""]",Once a week,"[""Running""]","[""Have warm milk""]","[""Watching TV""]"
25,868348195.0,Female,45+,Medium,"[""Partner / spouse""]",3,"[""Exercise regularly""]","[""To make the most out of/enjoy life"", ""To lose / manage my weight"", ""To set a good example for my family""]","[""High protein""]","[""Filling half my plate with vegetables""]",3+ times a week,"[""Swimming""]","[""No, none of these""]","[""Heavy meal""]"
26,3355585447.0,Male,25-34,High,"[""Parents""]",4,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To make the most of treats / indulgent moments"", ""To manage a health / medical condition""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low salt"", ""Low sugar""]","[""Checking nutritional value of the food / drink I purchase"", ""Snacking less often"", ""Checking / reading the ingredients in food / drink products"", ""Eating dessert less often""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Running""]","[""Other""]","[""Heavy meal"", ""Alcohol""]"
28,4717744772.0,Female,18-24,Medium,"[""Partner / spouse""]",2,"[""Meditation / positive mindset methods"", ""Make sure I get enough sleep"", ""Take vitamin / other supplements""]","[""Feeling good about myself"", ""Have more energy""]","[""Low calorie""]","[""Eating out / ordering takeout less frequently""]",Few times a month,"[""Hiking""]","[""Meditate""]","[""Caffeine"", ""Heavy meal"", ""Alcohol""]"
30,5096753750.0,Female,25-34,High,"[""Partner / spouse""]",2,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Exercise regularly"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To make the most out of/enjoy life"", ""Prevent health conditions in later life""]","[""Flexitarian: eat meat but control the amount eaten"", ""Low salt"", ""Low calorie"", ""Low cholesterol"", ""High protein"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Dairy free"", ""Low sugar"", ""Low / zero carb""]","[""Making an effort to find healthy recipes"", ""Checking / reading the ingredients in food / drink products"", ""Eating out at places that have healthy options available"", ""Checking nutritional value of the food / drink I purchase"", ""Watching the size of my portions"", ""Counting / tracking calories"", ""Shopping at places that have a wide selection of healthy options"", ""Trying to have a variety of colors on my plate"", ""Snacking less often"", ""Filling half my plate with vegetables"", ""Eating out / ordering takeout less frequently"", ""Intermittent fasting""]",3+ times a week,"[""Swimming"", ""Cycling"", ""Yoga/Pilates"", ""Circuit training/ HIIT"", ""Walking"", ""Aerobics"", ""Weights"", ""Cardio / Aerobics / Water aerobics"", ""Strength training""]","[""Have a bath""]","[""Caffeine""]"
31,1288031297.0,Male,45+,High,"[""Children over 18 years old"", ""Parents""]",3,"[""Taking time to relax"", ""Take vitamin / other supplements""]","[""To make the most of treats / indulgent moments""]","[""None of the above""]","[""Eating out / ordering takeout less frequently""]",Never,,"[""No, none of these""]","[""Browsing on my cell phone / tablet"", ""Watching TV""]"
37,868296650.0,Female,18-24,Low,"[""Children under 18 years old""]",5+,"[""Make sure I get enough sleep"", ""Meditation / positive mindset methods""]","[""To make the most out of/enjoy life"", ""Have more energy"", ""To manage a health / medical condition""]","[""High protein""]","[""Shopping at places that have a wide selection of healthy options"", ""Checking / reading the ingredients in food / drink products""]",Never,,"[""Remove screens from bedrooms e.g. TV, cell phone""]","[""Heavy meal""]"
38,2831120068.0,Female,45+,Medium,"[""Children over 18 years old""]",2,"[""Drink lots of water / fluids"", ""Take vitamin / other supplements"", ""Eat healthily"", ""Taking time to relax"", ""Make sure I get enough sleep""]","[""Feeling good about myself"", ""To support my family"", ""Have more energy""]","[""None of the above""]","[""Watching the size of my portions""]",Never,,"[""Have a bath"", ""Take sleeping tablets"", ""Have warm milk""]","[""Caffeine""]"
39,261798720.0,Male,25-34,Medium,"[""Children under 18 years old"", ""Partner / spouse""]",4,"[""Taking time to relax"", ""Exercise regularly"", ""Drink lots of water / fluids""]","[""To live longer"", ""Feeling good about myself"", ""To set a good example for my family""]","[""None of the above""]","[""Checking / reading the ingredients in food / drink products""]",3+ times a week,"[""Cardio / Aerobics / Water aerobics"", ""Running""]","[""No, none of these""]","[""No, none of these""]"
42,703002446.0,Female,45+,High,"[""Parents""]",3,"[""Stay hydrated"", ""Drink lots of water / fluids"", ""Meditation / positive mindset methods"", ""Exercise regularly"", ""Stress control methods"", ""Eat healthily"", ""Make sure I get enough sleep"", ""Taking time to relax""]","[""Feeling good about myself"", ""To make the most of treats / indulgent moments"", ""To manage a health / medical condition""]","[""High protein"", ""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low calorie"", ""Low cholesterol""]","[""Eating out at places that have healthy options available"", ""Watching the size of my portions"", ""Shopping at places that have a wide selection of healthy options"", ""Snacking less often"", ""Cooking more meals at home""]",3+ times a week,"[""Yoga/Pilates"", ""Swimming""]","[""Have a bath"", ""Have herbal tea"", ""Remove screens from bedrooms e.g. TV, cell phone"", ""Have warm milk""]","[""Heavy meal"", ""Alcohol""]"
46,4583028576.0,Female,35-44,Low,"[""Parents""]",3,"[""Make sure I get enough sleep"", ""Drink lots of water / fluids"", ""Stress control methods""]","[""Feeling good about myself"", ""Have more energy"", ""Prevent health conditions in later life""]","[""Clean eating: eat minimally processed food (i.e. whole / natural / organic foods)"", ""Low cholesterol"", ""Low sugar""]","[""Watching the size of my portions"", ""Snacking less often"", ""Eating out at places that have healthy options available""]",Few times a month,"[""Walking""]","[""Have warm milk""]","[""Heavy meal""]"
47,26773310.0,Male,25-34,High,"[""Other family members"", ""Partner / spouse"", ""Parents""]",5+,"[""Eat healthily"", ""Exercise regularly"", ""Meditation / positive mindset methods""]","[""Prevent health conditions in later life"", ""To support my family"", ""To set a good example for my family""]","[""Low sugar""]","[""Cooking more meals at home""]",3+ times a week,"[""Running""]","[""Meditate"", ""Have warm milk""]","[""Heavy meal"", ""Watching TV""]"
